Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:45:03 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:46:10 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:46:11 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:46:46 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:46:46 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:46:50 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:46:50 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:00 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:01 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:07 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:08 

Rota: /users/show/, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:10 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:10 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:28 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:28 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:39 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:39 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:45 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:47:45 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:48:41 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:48:42 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:48:42 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:48:43 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:31 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:41 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:41 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:43 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:44 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:48 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:48 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 18:50:49 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787?_method=PUT, Metodo HTTP: PUT, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 18:50:50 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 18:50:50 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:50:51 

Rota: /login/update/d4b3bd02-6948-4553-8cd9-0b26bc418787, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:00 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:00 

Rota: /login/delete/d4b3bd02-6948-4553-8cd9-0b26bc418787?_method=DELETE, Metodo HTTP: DELETE, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:02 

Rota: /users/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:02 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:02 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:04 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:04 

Rota: /users/create, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:17 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:17 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:27 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:27 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:27 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:37 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:40 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:52:40 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:05 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:06 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:07 

Rota: /services, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 18:53:15 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:16 

Rota: /services/2, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:17 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:17 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 18:53:19 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:15 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:16 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:17 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:17 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:30 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:30 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:39 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:39 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:41 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:41 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:53 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:53 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:43:53 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:44:50 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:44:50 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:06 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:06 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:19 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:21 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:22 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:23 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:23 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:24 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079?_method=PUT, Metodo HTTP: PUT, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 19:45:31 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 19:45:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:32 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:37 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:45:38 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:15 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:15 

Rota: /users/create, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:17 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:17 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:31 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:49 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:49 

Rota: /users/create, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:58 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:52:58 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:08 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:08 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:14 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:14 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:30 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:30 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:39 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:39 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:39 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:49 

Rota: /login/update/35c372a7-4d1b-414a-8f2d-99903bde544b, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:51 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:52 

Rota: /login/delete/35c372a7-4d1b-414a-8f2d-99903bde544b?_method=DELETE, Metodo HTTP: DELETE, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:53 

Rota: /users/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:53 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:54 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:57 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:53:57 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:54:38 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:54:38 

Rota: /login/update/cfae6b4a-8e1b-40ba-b08f-2d4bf1261240, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:54:39 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:54:39 

Rota: /login/delete/cfae6b4a-8e1b-40ba-b08f-2d4bf1261240?_method=DELETE, Metodo HTTP: DELETE, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:54:44 

Rota: /services/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:54:44 

Rota: /services/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:04 

Rota: /services/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:05 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:10 

Rota: /login/update/cfae6b4a-8e1b-40ba-b08f-2d4bf1261240, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:11 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:14 

Rota: /login/update/cfae6b4a-8e1b-40ba-b08f-2d4bf1261240, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:17 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:20 

Rota: /login/update/cfae6b4a-8e1b-40ba-b08f-2d4bf1261240, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:22 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:24 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:26 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:26 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:31 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:47 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:47 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:49 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:51 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:51 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:52 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:54 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:54 

Rota: /users/create, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:55 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:55:55 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:56:04 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:56:04 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:57:53 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:57:53 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:57:53 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:02 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:02 

Rota: /login/update/1f5177c0-0887-4dab-830d-ba2a30352b56, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:04 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:04 

Rota: /login/delete/1f5177c0-0887-4dab-830d-ba2a30352b56?_method=DELETE, Metodo HTTP: DELETE, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:05 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:05 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:05 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:10 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:10 

Rota: /contact, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:13 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:13 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:14 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:15 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:15 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:15 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:17 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 19:58:17 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:15:58 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:15:58 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:00 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:00 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:03 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:03 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:06 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:06 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:36 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:36 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:37 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:38 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:39 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:39 

Rota: /contact, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:39 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:39 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:40 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:40 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:41 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:41 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:16:59 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:18:02 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:19 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:21 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:22 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:22 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:22 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:24 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:20:24 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:25 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:25 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:27 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:27 

Rota: /contact, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:29 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:30 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:30 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:31 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:25:37 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:28:22 

Rota: /img/logo-white.png, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:28:22 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:28:22 

Rota: /logout, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:28:29 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:28:29 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:28:30 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:32:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:32:50 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:32:51 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:32:51 

